surrogate_key_captura_apontamento_horas,data_apontamento,codigo_matricula_colaborador_apontado,codigo_filial_apontada,codigo_projeto_apontado,codigo_cliente_projeto,codigo_segmento_mercado,indicador_tipo_hora_trabalhada,quantidade_horas_trabalhadas,tipo_despesa_apontada,valor_despesa_apontada
416,04/01/2023,203,F2,88,20,1,HE,2.07,2,12.16
417,09/01/2023,299,F2,25,15,2,HN,5.5,2,88.35
418,21/01/2023,224,M1,103,62,5,HN,7.95,3,3.57
419,18/01/2023,561,M1,62,8,3,HN,4.84,2,49.73
420,06/01/2023,126,M1,33,57,2,HN,3.81,4,101.48
421,05/01/2023,77,F3,226,57,3,HN,3.58,3,21.58
422,26/01/2023,792,F2,35,50,7,HN,7.38,1,23.05
423,27/01/2023,748,M1,93,67,5,HE,3.32,2,54.9
424,29/01/2023,311,F2,81,16,7,HN,1.42,2,67.0
425,21/01/2023,929,M1,53,30,3,HN,1.65,3,135.39
426,16/01/2023,404,M1,242,9,2,HE,6.82,3,142.38
427,05/01/2023,244,M1,227,81,1,HN,7.08,5,34.12
428,15/01/2023,382,M1,245,31,4,HE,7.73,3,4.0
429,16/01/2023,36,F3,98,32,2,HE,4.77,2,75.8
430,02/01/2023,697,M1,43,69,7,HE,7.22,5,140.84
431,06/01/2023,576,F3,166,27,1,HE,7.32,5,58.92
432,05/01/2023,43,M1,247,26,2,HN,2.81,2,114.93
433,06/01/2023,92,M1,111,4,7,HE,6.93,2,110.54
434,04/01/2023,696,F3,21,90,5,HN,1.94,2,40.33
435,01/01/2023,272,F2,117,69,2,HE,7.0,1,4.04
436,07/01/2023,195,F3,183,37,1,HE,1.54,4,115.31
437,12/01/2023,254,F2,28,43,6,HE,6.95,4,31.56
438,19/01/2023,7,F3,42,88,3,HE,4.76,3,57.94
439,26/01/2023,839,F2,119,69,2,HE,2.4,3,47.44
440,28/01/2023,158,M1,94,54,2,HE,4.45,2,68.24
441,01/01/2023,817,F3,121,65,2,HN,7.69,4,68.63
442,10/01/2023,850,F3,9,23,5,HE,4.89,3,72.76
443,26/01/2023,458,M1,158,19,4,HE,2.98,4,66.3
444,02/01/2023,93,M1,133,45,3,HN,6.27,3,64.55
445,20/01/2023,66,F2,59,89,3,HE,2.54,1,67.46
446,08/01/2023,357,F3,60,98,5,HE,6.46,2,77.77
447,18/01/2023,927,M1,241,55,6,HE,3.19,1,34.56
448,18/01/2023,513,F2,36,16,5,HN,6.82,4,36.03
449,17/01/2023,151,F3,148,78,4,HN,2.13,2,76.85
450,21/01/2023,280,M1,187,35,4,HE,3.36,3,94.52
451,19/01/2023,355,F2,134,44,5,HN,4.22,2,19.52
452,11/01/2023,36,M1,25,52,2,HE,3.41,2,41.41
453,14/01/2023,96,F2,218,10,6,HE,4.84,5,140.43
454,02/01/2023,36,F3,47,22,4,HN,4.62,3,12.02
455,11/01/2023,134,F2,157,40,6,HE,2.47,3,88.26
456,12/01/2023,331,M1,243,72,3,HE,5.49,2,74.53
457,30/01/2023,609,F2,131,27,5,HN,7.87,3,59.43
458,30/01/2023,645,F3,181,5,1,HE,4.63,1,23.18
459,24/01/2023,632,F3,212,72,3,HN,1.79,3,38.17
460,09/01/2023,48,F3,87,77,5,HE,3.68,3,34.15
461,14/01/2023,849,F2,98,74,3,HE,6.34,1,75.45
462,27/01/2023,242,M1,143,82,4,HN,1.39,4,112.87
463,08/01/2023,94,F2,190,44,6,HN,2.99,2,79.74
464,13/01/2023,445,M1,176,64,2,HN,4.66,3,77.47
465,23/01/2023,33,F3,242,34,4,HE,5.34,4,105.02
466,22/01/2023,282,F3,92,42,6,HE,4.09,5,8.15
467,15/01/2023,639,F3,159,56,5,HE,1.01,1,66.27
468,26/01/2023,392,M1,155,17,5,HN,1.88,1,147.3
469,30/01/2023,600,F3,137,39,2,HN,1.55,4,128.85
470,15/01/2023,171,F2,229,74,5,HN,5.27,2,66.45
471,11/01/2023,519,F2,204,55,3,HE,6.25,3,112.79
472,02/01/2023,531,F3,85,17,7,HN,3.24,1,137.09
473,01/01/2023,60,M1,241,79,6,HN,5.17,2,28.69
474,07/01/2023,1,F2,11,64,3,HE,4.27,1,18.52
475,21/01/2023,869,M1,63,28,2,HN,4.21,5,45.76
476,11/01/2023,130,F2,114,78,4,HE,7.83,2,122.11
477,19/01/2023,123,F3,130,95,4,HN,3.74,1,137.81
478,07/01/2023,846,M1,198,80,3,HN,3.15,3,131.99
479,11/01/2023,625,F3,64,82,4,HE,4.11,3,120.18
480,13/01/2023,100,M1,22,8,6,HN,2.0,2,106.16
481,24/01/2023,243,F3,227,79,3,HN,1.13,2,85.76
482,20/01/2023,565,M1,88,87,6,HN,6.82,5,71.27
483,05/01/2023,80,F2,124,64,4,HE,6.13,3,48.97
484,17/01/2023,444,M1,223,67,6,HN,2.68,4,55.39
485,19/01/2023,706,F2,126,67,1,HE,4.69,1,107.81
486,25/01/2023,40,F3,24,13,2,HN,5.78,1,128.21
487,28/01/2023,41,F2,222,100,3,HE,1.46,3,27.57
488,27/01/2023,778,F2,121,13,4,HE,5.36,3,77.04
489,18/01/2023,445,F3,179,11,3,HN,6.43,3,44.6
490,10/01/2023,355,M1,241,6,3,HE,3.4,5,38.47
491,01/01/2023,942,F2,178,40,6,HN,5.32,3,2.57
492,14/01/2023,505,F3,23,97,3,HN,3.14,5,55.86
493,26/01/2023,209,F2,215,27,7,HN,4.01,4,113.69
494,13/01/2023,262,F2,117,75,7,HE,7.78,2,59.93
495,20/01/2023,262,F3,124,20,3,HN,3.44,2,108.01
496,08/01/2023,582,F3,132,25,3,HE,6.84,4,123.93
497,12/01/2023,790,M1,3,49,7,HN,3.02,5,61.26
498,02/01/2023,513,F3,169,68,3,HN,5.77,2,37.83
499,22/01/2023,823,F3,71,40,7,HN,2.89,4,92.26
500,02/01/2023,632,F2,75,51,3,HE,6.41,3,99.06
501,24/01/2023,674,F2,246,49,6,HE,1.16,4,13.63
502,19/01/2023,487,F3,187,24,7,HE,2.08,2,35.34
503,25/01/2023,755,F3,62,58,3,HN,6.89,5,69.17
504,16/01/2023,275,F3,116,88,1,HN,6.19,5,84.15
505,20/01/2023,901,M1,89,39,3,HN,5.56,5,12.78
506,07/01/2023,585,F2,150,22,4,HE,3.08,1,79.71
507,28/01/2023,702,F3,218,15,4,HN,4.29,4,127.16
508,04/01/2023,472,F2,233,80,3,HE,2.08,5,76.24
509,21/01/2023,930,M1,33,17,2,HE,5.35,2,73.33
510,13/01/2023,787,F3,50,19,7,HE,7.88,3,86.87
511,11/01/2023,906,F3,94,45,2,HE,3.88,5,63.69
512,14/01/2023,647,F3,62,67,3,HN,5.2,2,148.02
513,05/01/2023,693,F2,98,88,2,HN,7.94,2,32.65
514,25/01/2023,274,F3,173,28,7,HN,4.1,2,83.7
515,22/01/2023,516,F3,161,70,7,HN,7.76,2,113.65
516,17/01/2023,570,F3,135,24,5,HN,6.71,4,104.55
517,20/01/2023,565,F2,115,12,7,HN,4.55,3,138.76
518,01/01/2023,888,F2,164,4,1,HN,1.85,1,69.04
519,07/01/2023,906,M1,237,84,7,HE,4.01,2,12.99
520,27/01/2023,263,F2,217,27,1,HN,7.84,5,25.38
521,09/01/2023,801,F2,62,76,4,HN,7.9,2,11.94
522,30/01/2023,900,F2,242,1,5,HE,6.26,5,37.36
523,08/01/2023,879,F3,157,78,7,HN,5.93,5,15.84
524,22/01/2023,134,F2,177,10,6,HE,2.4,2,56.63
525,15/01/2023,882,M1,166,28,1,HE,4.43,4,143.19
526,24/01/2023,5,F3,183,95,5,HN,7.28,4,37.95
527,08/01/2023,36,M1,186,67,6,HN,2.39,3,64.3
528,29/01/2023,408,M1,189,53,2,HE,7.42,4,19.43
529,24/01/2023,84,M1,19,32,5,HN,3.99,3,88.43
530,22/01/2023,261,F2,128,78,4,HE,5.61,2,143.85
531,03/01/2023,326,F2,130,97,5,HE,2.46,2,65.12
532,30/01/2023,43,M1,209,78,7,HN,7.31,5,8.84
533,19/01/2023,796,F2,161,56,7,HE,3.63,1,78.36
534,03/01/2023,265,M1,39,89,1,HN,5.29,4,109.92
535,12/01/2023,365,M1,58,67,5,HE,3.82,4,106.67
536,27/01/2023,344,F3,169,71,6,HN,3.1,5,45.82
537,21/01/2023,536,F3,47,43,4,HE,4.68,3,64.03
538,07/01/2023,951,F3,205,51,1,HE,3.78,2,29.92
539,20/01/2023,524,M1,227,49,6,HN,4.51,4,144.52
540,02/01/2023,82,F2,119,18,4,HE,2.93,4,83.26
541,01/01/2023,171,F3,85,96,1,HN,2.15,4,22.67
542,05/01/2023,440,F3,234,94,3,HE,1.15,5,73.1
543,30/01/2023,878,F2,220,53,2,HE,4.25,5,103.77
544,30/01/2023,637,F2,165,83,3,HN,6.21,1,92.92
545,04/01/2023,665,M1,223,66,4,HE,7.29,3,55.46
546,27/01/2023,664,F2,37,83,3,HN,5.31,2,56.37
547,11/01/2023,371,M1,236,100,7,HE,4.22,2,121.5
548,04/01/2023,90,M1,9,54,2,HN,7.18,3,78.3
549,30/01/2023,904,M1,195,57,5,HE,2.33,2,65.53
550,25/01/2023,940,F3,243,37,2,HE,7.33,4,63.78
551,02/01/2023,236,F3,62,82,7,HE,7.77,5,3.37
552,25/01/2023,761,F2,210,65,3,HN,6.02,4,77.05
553,02/01/2023,463,M1,96,60,4,HN,5.61,2,49.66
554,08/01/2023,59,F3,145,74,1,HE,3.63,4,139.74
555,11/01/2023,685,F3,234,71,7,HN,3.15,1,38.46
556,15/01/2023,920,F2,170,52,4,HN,1.38,4,23.62
557,28/01/2023,776,F2,223,54,2,HN,1.02,4,111.65
558,18/01/2023,834,F2,17,70,4,HN,6.37,4,66.78
559,26/01/2023,489,F2,168,63,5,HN,6.84,4,6.74
560,02/01/2023,141,M1,249,14,6,HE,4.19,3,107.87
561,11/01/2023,256,M1,95,67,2,HN,6.21,2,145.61
562,12/01/2023,644,F2,140,71,7,HN,3.05,1,52.08
563,02/01/2023,945,F2,113,28,3,HE,4.41,5,46.88
564,17/01/2023,550,F3,166,73,7,HN,4.1,2,37.07
565,01/01/2023,920,F2,150,59,1,HN,2.94,5,85.97
566,22/01/2023,99,F2,183,65,5,HE,5.09,2,77.45
567,05/01/2023,407,F2,168,55,7,HN,5.3,5,16.98
568,04/01/2023,391,M1,239,91,5,HE,6.88,5,50.91
569,21/01/2023,715,F2,80,58,1,HE,3.67,5,137.1
570,23/01/2023,751,F2,73,54,3,HN,5.4,1,106.69
571,14/01/2023,929,M1,17,38,2,HE,5.04,1,52.76
572,29/01/2023,810,F2,243,98,7,HN,5.84,2,2.76
573,08/01/2023,738,F3,118,16,1,HE,5.85,2,31.76
574,04/01/2023,466,F2,115,69,6,HE,5.87,4,40.5
575,20/01/2023,615,M1,58,77,3,HN,3.8,5,64.71
576,15/01/2023,534,M1,68,95,6,HN,2.29,2,140.02
577,21/01/2023,884,F3,223,37,3,HN,2.21,2,105.63
578,15/01/2023,61,F2,44,3,1,HN,2.4,3,27.01
579,08/01/2023,754,F3,221,67,3,HE,1.06,5,130.87
580,18/01/2023,749,F2,21,13,3,HE,1.39,2,38.6
581,08/01/2023,174,M1,215,22,5,HE,5.23,4,47.92
582,16/01/2023,200,F3,81,81,3,HE,3.72,4,30.65
583,05/01/2023,327,F3,168,9,1,HE,2.52,3,45.73
584,01/01/2023,348,F3,218,66,3,HN,1.61,4,2.42
585,08/01/2023,58,F3,21,79,7,HN,3.36,4,113.72
586,03/01/2023,648,F3,55,27,6,HE,7.67,4,67.98
587,03/01/2023,777,F3,110,35,3,HE,2.97,4,4.81
588,07/01/2023,348,M1,49,59,7,HN,7.89,3,79.3
589,28/01/2023,415,F3,49,98,2,HE,5.43,3,31.73
590,25/01/2023,269,F2,69,90,6,HE,3.7,3,6.78
591,12/01/2023,768,M1,92,53,6,HN,4.39,2,83.04
592,17/01/2023,840,M1,244,60,4,HE,1.8,3,92.97
593,15/01/2023,741,F3,74,86,6,HN,2.44,3,11.25
594,26/01/2023,943,M1,103,78,4,HE,6.77,2,94.77
595,08/01/2023,341,F2,189,30,2,HN,5.78,5,144.88
596,08/01/2023,174,M1,5,30,7,HE,2.28,1,101.79
597,28/01/2023,349,F3,204,71,2,HE,6.53,1,52.8
598,17/01/2023,954,F3,18,19,1,HE,5.24,5,129.1
599,11/01/2023,467,F3,220,28,7,HN,1.76,1,100.68
600,23/01/2023,120,M1,155,69,7,HE,2.35,5,144.7
601,17/01/2023,174,F3,135,57,2,HE,2.41,4,51.41
602,03/01/2023,30,M1,208,99,4,HN,3.12,3,14.23
603,23/01/2023,730,F2,125,70,4,HN,6.13,4,19.42
604,02/01/2023,943,F2,154,56,1,HN,2.89,2,42.93
605,20/01/2023,631,M1,37,26,7,HN,2.36,2,75.51
606,05/01/2023,106,M1,77,47,3,HE,6.41,5,5.73
607,03/01/2023,454,F2,14,43,1,HN,5.72,4,61.65
608,10/01/2023,353,M1,83,61,3,HN,5.35,2,61.37
609,15/01/2023,705,M1,206,76,6,HE,2.1,3,43.04
610,16/01/2023,238,F2,97,7,7,HE,7.17,2,2.91
611,13/01/2023,292,M1,77,51,7,HN,1.65,1,62.93
612,16/01/2023,898,M1,194,81,4,HN,7.38,5,100.9
613,01/01/2023,830,F2,40,41,4,HE,3.62,5,149.77
614,03/01/2023,121,F3,87,87,3,HN,4.17,1,129.0
615,09/01/2023,829,M1,109,4,5,HN,4.28,2,8.45
616,06/01/2023,39,F2,64,22,2,HN,4.63,4,121.56
617,24/01/2023,726,F2,47,74,2,HN,2.69,4,27.55
618,24/01/2023,31,F2,29,78,5,HN,5.65,1,22.62
619,27/01/2023,375,F3,120,84,1,HN,6.21,3,140.02
620,05/01/2023,114,F2,77,46,7,HN,7.01,3,43.56
621,06/01/2023,200,M1,5,75,2,HN,7.58,1,43.91
622,08/01/2023,669,F3,162,6,3,HE,5.7,4,69.8
623,08/01/2023,708,F3,239,26,3,HN,1.55,5,96.73
624,10/01/2023,902,F2,106,8,3,HE,2.85,3,52.77
625,10/01/2023,702,M1,176,62,2,HE,3.21,1,106.39
626,29/01/2023,133,F3,160,32,4,HN,6.39,4,78.06
627,20/01/2023,703,F2,85,13,3,HN,3.35,4,144.5
628,12/01/2023,756,F2,209,51,3,HN,4.97,5,47.37
629,14/01/2023,249,F2,19,59,5,HE,7.32,1,85.99
630,15/01/2023,48,F3,142,56,4,HE,1.03,4,136.79
631,10/01/2023,319,M1,108,25,1,HN,6.81,2,73.3
632,12/01/2023,475,M1,1,56,4,HE,2.02,4,81.71
633,17/01/2023,29,F2,217,3,4,HE,2.81,4,82.72
634,04/01/2023,496,F3,127,23,7,HN,6.13,2,118.23
635,15/01/2023,94,F3,151,37,4,HN,2.64,4,89.79
636,16/01/2023,913,F3,185,98,7,HN,5.96,2,98.96
637,20/01/2023,873,F3,103,76,6,HE,3.95,1,66.39
638,25/01/2023,130,F2,79,18,7,HE,7.06,3,56.61
639,02/01/2023,43,F2,46,39,7,HN,7.26,2,45.03
640,23/01/2023,877,M1,148,16,6,HN,3.69,2,119.38
641,04/01/2023,746,F2,22,87,6,HN,5.48,1,140.8
642,09/01/2023,113,F3,156,19,4,HE,6.8,1,149.98
643,08/01/2023,609,F2,49,53,6,HN,4.55,3,76.31
644,02/01/2023,1,M1,90,6,5,HE,7.61,2,131.81
645,20/01/2023,228,F2,98,73,5,HN,7.58,1,124.11
646,20/01/2023,159,F3,214,2,4,HE,4.2,1,143.05
647,05/01/2023,475,M1,114,13,4,HE,5.07,1,71.1
648,10/01/2023,150,M1,191,86,2,HN,6.45,1,6.81
649,26/01/2023,647,F3,17,68,7,HN,7.59,4,30.15
650,10/01/2023,160,M1,65,47,4,HE,5.78,1,7.53
651,30/01/2023,538,F3,238,26,4,HE,2.02,1,136.24
652,11/01/2023,310,F3,116,37,7,HE,4.76,5,121.65
653,19/01/2023,403,M1,188,43,2,HE,3.47,1,10.83
654,23/01/2023,454,M1,230,30,7,HE,7.28,3,136.68
655,24/01/2023,127,M1,131,55,4,HN,7.29,1,18.87
656,24/01/2023,377,F2,238,55,2,HE,5.69,4,47.75
657,20/01/2023,533,M1,220,50,4,HE,4.33,2,86.24
658,15/01/2023,819,F3,137,28,6,HN,4.9,3,125.06
659,07/01/2023,407,F3,164,7,1,HE,7.27,3,96.6
660,14/01/2023,719,F3,63,54,4,HE,7.21,5,1.91
661,29/01/2023,276,F2,246,9,6,HN,3.85,4,91.42
662,02/01/2023,887,M1,99,60,3,HE,3.2,2,81.44
663,25/01/2023,310,F3,247,61,2,HE,1.62,5,34.13
664,30/01/2023,798,M1,152,20,5,HE,5.59,4,86.68
665,29/01/2023,614,F2,205,54,7,HE,4.57,5,39.82
666,18/01/2023,78,F2,90,58,5,HE,7.5,5,86.27
667,13/01/2023,174,M1,181,98,1,HN,2.96,4,128.81
668,13/01/2023,58,F3,3,2,1,HN,4.13,1,34.93
669,24/01/2023,429,F2,130,89,6,HN,1.73,4,96.68
670,29/01/2023,809,F2,166,42,3,HN,2.62,5,58.61
671,17/01/2023,234,M1,128,20,4,HE,4.2,4,127.94
672,23/01/2023,678,M1,33,81,2,HN,1.4,1,141.49
673,29/01/2023,937,F3,33,33,3,HE,6.93,3,78.11
674,24/01/2023,783,M1,103,45,5,HN,7.3,3,94.15
675,02/01/2023,474,M1,24,98,6,HN,6.95,3,15.56
676,20/01/2023,653,F3,125,16,7,HN,2.17,4,126.14
677,13/01/2023,383,M1,199,44,3,HN,4.85,4,73.04
678,27/01/2023,265,F2,188,66,1,HN,4.58,1,76.55
679,27/01/2023,186,F2,216,26,6,HE,5.58,1,83.44
680,22/01/2023,425,F2,133,41,4,HN,6.69,2,134.99
681,18/01/2023,748,M1,223,51,3,HE,3.36,3,34.76
682,24/01/2023,277,F2,197,46,4,HN,2.51,4,30.12
683,03/01/2023,862,M1,19,48,4,HE,7.2,2,74.72
684,04/01/2023,430,M1,23,74,6,HN,7.7,5,116.58
685,22/01/2023,957,F2,183,37,7,HN,3.21,1,144.57
686,20/01/2023,754,F2,39,24,2,HN,6.9,3,39.14
687,07/01/2023,708,M1,78,94,6,HE,1.02,5,118.25
688,23/01/2023,524,M1,107,63,3,HN,7.02,3,62.01
689,22/01/2023,841,F3,204,51,2,HN,6.73,2,144.9
690,06/01/2023,195,F2,169,49,5,HE,1.09,3,139.22
691,19/01/2023,740,F3,141,40,5,HN,3.88,2,58.97
692,11/01/2023,333,F2,198,97,7,HN,1.98,2,149.26
693,28/01/2023,32,F2,108,15,2,HN,7.01,5,5.51
694,27/01/2023,335,F2,78,6,1,HN,2.88,3,70.27
695,18/01/2023,850,M1,237,20,5,HN,5.88,5,16.02
696,22/01/2023,517,M1,165,67,6,HE,5.52,3,30.66
697,18/01/2023,95,M1,64,16,6,HE,7.17,5,148.79
698,10/01/2023,57,M1,187,81,6,HE,7.62,3,15.51
699,17/01/2023,657,M1,202,97,6,HE,4.05,4,118.13
700,23/01/2023,782,M1,178,95,7,HE,2.98,5,57.3
701,04/01/2023,867,F2,197,85,5,HN,5.05,1,47.68
702,29/01/2023,623,F2,125,67,3,HN,4.7,4,2.17
703,15/01/2023,160,F3,86,58,4,HE,1.46,4,92.84
704,20/01/2023,856,F2,11,13,4,HE,2.8,1,53.73
705,29/01/2023,265,F2,148,6,7,HN,3.91,2,22.89
706,12/01/2023,563,F3,64,62,3,HE,6.35,5,51.43
707,28/01/2023,306,M1,108,11,7,HN,3.24,4,108.28
708,25/01/2023,816,M1,243,19,7,HE,2.99,1,103.09
709,26/01/2023,680,F2,160,75,5,HE,6.38,5,69.47
710,18/01/2023,53,F2,164,3,4,HN,5.49,2,64.49
711,09/01/2023,814,F2,238,17,1,HE,3.31,4,134.39
712,21/01/2023,584,F3,222,81,4,HE,5.68,4,41.89
713,20/01/2023,692,F3,41,64,5,HN,7.92,3,148.7
714,27/01/2023,655,F2,192,47,1,HE,3.28,1,129.63
715,04/01/2023,556,F3,45,50,4,HE,3.48,2,87.77
716,19/01/2023,866,F3,200,66,2,HN,7.12,5,121.56
717,23/01/2023,665,F2,185,73,2,HE,7.38,2,116.37
718,12/01/2023,811,F2,150,40,5,HN,6.56,5,33.78
719,03/01/2023,820,F2,234,19,1,HE,7.62,2,18.32
720,22/01/2023,206,M1,185,96,7,HE,1.41,2,41.33
721,17/01/2023,238,F2,178,21,6,HE,1.33,2,35.83
722,19/01/2023,867,M1,5,8,5,HN,2.07,4,83.49
723,06/01/2023,932,M1,200,2,6,HN,7.7,5,108.04
724,04/01/2023,856,M1,129,71,5,HN,3.75,1,68.8
725,13/01/2023,910,F2,19,100,5,HN,5.34,1,91.2
726,14/01/2023,840,F2,114,55,4,HE,2.02,2,108.26
727,28/01/2023,877,F3,233,5,7,HN,6.06,2,35.27
728,27/01/2023,141,M1,221,65,5,HE,5.81,1,132.52
729,28/01/2023,939,F3,16,69,2,HN,5.61,1,6.81
730,08/01/2023,568,F3,199,37,4,HE,3.7,1,43.84
731,07/01/2023,66,F2,149,23,4,HN,7.47,4,51.86
732,30/01/2023,417,M1,149,66,1,HE,5.23,4,144.7
733,17/01/2023,942,M1,221,99,1,HN,6.19,3,133.12
734,28/01/2023,407,M1,215,27,4,HE,5.19,4,141.77
735,29/01/2023,381,M1,23,32,3,HE,4.0,4,55.65
736,18/01/2023,44,F3,61,67,4,HN,3.73,4,80.89
737,25/01/2023,345,F3,81,41,4,HN,3.87,3,15.76
738,08/01/2023,869,F2,191,20,6,HN,6.27,5,22.9
739,29/01/2023,788,M1,110,71,6,HE,6.57,1,48.67
740,20/01/2023,773,F2,51,10,3,HE,6.16,4,25.82
741,09/01/2023,219,M1,202,97,3,HE,3.5,1,129.57
742,03/01/2023,129,F2,141,85,3,HN,7.38,4,83.57
743,27/01/2023,273,M1,73,33,2,HN,2.24,4,21.76
744,22/01/2023,515,F3,89,22,5,HE,6.24,4,104.77
745,03/01/2023,845,F3,82,82,4,HE,7.45,1,9.79
746,14/01/2023,262,F2,87,39,7,HN,1.21,2,88.38
747,10/01/2023,703,M1,21,50,5,HN,5.44,1,16.15
748,03/01/2023,321,F3,89,8,7,HN,2.13,4,142.18
749,26/01/2023,151,F2,196,30,2,HN,1.66,5,52.77
750,22/01/2023,276,F2,225,2,3,HE,1.3,2,112.16
751,21/01/2023,26,F2,48,59,5,HN,1.96,1,65.34
752,17/01/2023,548,F3,240,92,1,HN,3.24,2,134.88
753,29/01/2023,808,F2,58,34,3,HN,5.53,4,28.4
754,13/01/2023,271,M1,170,83,7,HN,5.59,5,6.96
755,02/01/2023,705,M1,209,17,1,HE,5.9,5,72.24
756,18/01/2023,589,F2,199,83,5,HN,2.66,5,113.96
757,24/01/2023,181,M1,19,19,7,HN,2.92,4,133.91
758,11/01/2023,204,F2,186,87,2,HN,4.82,2,114.65
759,04/01/2023,74,F2,227,93,6,HN,5.11,2,123.44
760,08/01/2023,832,M1,15,46,7,HE,6.93,2,26.88
761,21/01/2023,214,M1,213,35,3,HN,1.79,5,47.97
762,06/01/2023,821,M1,86,18,5,HN,2.97,1,5.38
763,07/01/2023,160,F3,72,89,2,HN,5.15,4,86.5
764,25/01/2023,129,F2,236,42,7,HE,6.01,4,31.27
765,19/01/2023,914,M1,236,68,7,HE,5.02,5,45.99
766,14/01/2023,678,F2,146,22,3,HN,1.77,2,28.51
767,02/01/2023,28,F2,90,21,2,HN,1.36,3,128.19
768,16/01/2023,287,F2,79,17,1,HN,5.7,5,105.46
769,22/01/2023,921,F2,188,35,4,HN,4.71,3,85.49
770,15/01/2023,464,F2,150,97,5,HE,5.3,4,144.28
771,14/01/2023,918,F3,2,88,5,HN,3.95,5,63.64
772,19/01/2023,865,F2,62,50,5,HE,4.86,4,137.39
773,22/01/2023,848,F2,160,89,5,HN,3.77,2,12.07
774,29/01/2023,860,F3,194,68,1,HN,1.82,4,136.6
775,28/01/2023,838,F2,165,11,7,HN,7.36,4,38.95
776,15/01/2023,901,F3,126,41,1,HN,3.19,5,25.44
777,29/01/2023,399,F3,226,97,3,HE,2.34,4,14.21
778,11/01/2023,655,F3,216,44,3,HE,2.71,4,52.91
779,10/01/2023,360,M1,167,61,1,HN,6.56,3,118.95
780,14/01/2023,170,F3,109,63,3,HN,5.41,1,29.64
781,24/01/2023,663,F3,188,24,4,HE,7.57,1,111.98
782,03/01/2023,274,F2,20,17,7,HE,2.0,1,69.23
783,02/01/2023,280,M1,173,29,4,HN,3.73,4,72.11
784,08/01/2023,816,F3,240,68,4,HE,4.96,5,94.05
785,20/01/2023,724,F2,3,81,3,HN,7.46,1,36.36
786,19/01/2023,303,F3,53,51,6,HN,3.35,1,112.28
787,28/01/2023,447,F3,148,7,7,HE,4.7,2,64.05
788,04/01/2023,194,F3,41,93,2,HE,7.75,2,51.24
789,25/01/2023,944,M1,180,86,5,HN,1.59,3,39.63
790,20/01/2023,619,F3,54,69,4,HE,7.89,3,37.87
791,23/01/2023,49,F2,225,49,2,HE,2.56,5,22.44
792,14/01/2023,179,F2,23,48,1,HE,2.79,5,74.58
793,21/01/2023,770,F3,215,3,5,HN,4.19,4,37.02
794,09/01/2023,729,F2,178,59,2,HE,5.45,5,52.63
795,13/01/2023,33,F3,248,79,2,HN,7.15,1,132.83
796,23/01/2023,64,F3,83,92,4,HE,4.57,2,64.7
797,20/01/2023,188,F3,57,6,2,HN,1.53,2,51.45
798,06/01/2023,170,F3,73,74,7,HN,5.74,5,78.51
799,20/01/2023,682,M1,231,73,4,HE,2.14,3,80.57
800,26/01/2023,696,F3,130,84,7,HN,5.3,3,9.29
801,23/01/2023,435,F3,204,1,1,HE,1.38,1,58.58
802,17/01/2023,590,F2,9,75,2,HN,6.89,5,140.02
803,30/01/2023,635,F2,142,36,5,HE,4.0,2,138.58
804,30/01/2023,436,F3,43,100,5,HN,6.47,2,57.85
805,29/01/2023,565,M1,245,46,4,HN,4.65,5,115.59
806,08/01/2023,653,F2,92,17,3,HN,3.42,3,108.47
807,01/01/2023,577,F2,219,46,5,HE,6.39,5,147.27
808,17/01/2023,773,F2,89,21,2,HN,7.02,5,65.83
809,16/01/2023,804,F2,225,28,5,HE,6.52,5,19.99
810,03/01/2023,484,F3,182,85,6,HE,2.06,1,123.41
811,22/01/2023,11,F2,213,84,5,HE,1.42,1,33.4
812,02/01/2023,861,F3,214,77,6,HN,3.69,1,134.73
813,10/01/2023,174,F2,96,32,2,HE,1.55,3,104.16
814,15/01/2023,505,F2,163,62,4,HN,4.47,5,55.28
815,25/01/2023,758,F2,247,58,3,HE,2.87,1,45.2
816,27/01/2023,73,M1,145,33,2,HN,4.54,3,138.2
817,24/01/2023,749,F2,146,23,6,HE,2.66,1,33.05
818,30/01/2023,394,F3,104,18,2,HN,2.29,5,39.5
819,28/01/2023,896,F2,178,24,7,HE,2.93,3,95.0
820,19/01/2023,264,F2,207,41,1,HN,4.46,2,58.38
821,07/01/2023,237,M1,125,82,3,HN,7.62,2,40.97
822,23/01/2023,386,F2,61,24,2,HE,4.97,1,14.24
823,29/01/2023,777,F3,85,21,4,HE,5.11,3,102.38
824,17/01/2023,577,F3,124,42,2,HN,5.81,2,132.32
825,06/01/2023,63,F2,138,6,6,HN,5.08,4,83.47
826,13/01/2023,562,F2,182,32,4,HN,5.36,3,95.35
827,22/01/2023,67,F2,181,10,1,HE,5.57,2,3.53
828,04/01/2023,428,F3,200,74,1,HE,3.84,4,72.92
829,10/01/2023,241,F3,56,21,2,HN,1.41,1,38.46
830,12/01/2023,516,F2,15,32,4,HE,4.64,1,40.69
831,04/01/2023,386,F2,22,82,1,HN,1.56,2,55.96
832,10/01/2023,466,F3,43,20,5,HN,2.86,2,28.65
833,02/01/2023,697,M1,56,81,4,HE,1.6,5,68.37
834,03/01/2023,592,F3,130,12,3,HN,5.99,3,15.8
